Unnamed: 0,Model,Price,Generation,Core,Ram,SSD,Display,Graphics,CPU_Score,RAM_Score,GPU_Score,Storage_Score,Performance_Score,Hidden_Gem_Ratio
291,ASUS CHROMEBOOK CM14 CM1402CM2A-EK0085 LAPTOP (MEDIATEK KOMPANIO 520/ 8GB/ 128GB EMMC/ CHROME OS),26990.0,MediaTek Kompanio Kompanio 520,Octa Core,8 GB LPDDR4X RAM,128 GB Hard Disk,"14 inches, 1920 x 1080 pixels, Touch Screen",Arm Mali G52 MC2 2EE,5.2,1.6,1.2,0.0,8.0,0.2964
292,LENOVO LOQ 15IAX9I 83FQ0009IN GAMING LAPTOP (12TH GEN CORE I5/ 8GB/ 512GB SSD/ WIN11/ 4GB GRAPH),59990.0,12th Gen intel Core i5 12450HX,"Octa Core (4P + 4E), 12 Threads",8 GB DDR5 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",4 GB Intel Integrated ARC A530M,2.0,1.6,1.2,0.1,4.9,0.0817
293,LENOVO THINKPAD E1 21JNS03P00 LAPTOP (12TH GEN CORE I3/ 8GB/ 512GB SSD/ WIN11 HOME),49990.0,13th Gen Intel Core i3 1315U,"Hexa Core (2P + 4E), 8 Threads",8 GB DDR4 RAM,512 GB SSD,"16 inches, 1920 x 1200 pixels",Intel UHD Graphics,2.0,1.6,1.2,0.1,4.9,0.098
294,LENOVO THINKBOOK 15 G5 21JFA016IN LAPTOP (AMD RYZEN 5 7530U/ 16GB/ 512 GB SSD/ WIN11),52990.0,7th Gen AMD Ryzen 5 7530U,"Hexa Core, 12 Threads",16 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",AMD Radeon AMD,6.8,3.2,1.2,0.1,11.3,0.2132
295,LENOVO THINKBOOK 15 G5 21JF002PIN LAPTOP (AMD RYZEN 5 7530U/ 8GB/ 512 GB SSD/ WIN11),39990.0,7th Gen AMD Ryzen 5 7530U,"Hexa Core, 12 Threads",8 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",AMD Radeon AMD,6.8,1.6,1.2,0.1,9.7,0.2426
296,HP SPECTRE X360 16-AA0665TU LAPTOP (INTEL CORE ULTRA 7/ 32GB/ 2TB SSD/ WIN11 HOME),174490.0,Intel Core Ultra 7 Series 1 155H,"16 Cores (6P + 8E + 2LP-E), 22 Threads",32 GB LPDDR5x RAM,2 TB SSD,"16 inches, 2880 x 1800 pixels, Touch Screen",Intel Arc Graphics,2.0,6.4,1.2,0.1,9.7,0.0556
297,ACER ASPIRE LITE AL15-52 15 LAPTOP (12TH GEN CORE I5/ 16GB/ 1TB SSD/ WIN11),49199.0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",16 GB DDR4 RAM,1 TB SSD,"15.6 inches, 1920 x 1080 pixels",Intel Iris Xe Graphics,2.0,3.2,1.2,0.1,6.5,0.1321
298,HP SPECTRE X360 14-EU0666TU LAPTOP (INTEL CORE ULTRA 7/ 32GB/ 1TB SSD/ WIN11 HOME),159990.0,Intel Core Ultra 7 Series 1 155H,"16 Cores (6P + 8E + 2LP-E), 22 Threads",32 GB LPDDR5x RAM,1 TB SSD,"14 inches, 2880 x 1800 pixels, Touch Screen",Intel Arc Graphics,2.0,6.4,1.2,0.1,9.7,0.0606
299,HP SPECTRE X360 14-EU0556TU LAPTOP (INTEL CORE ULTRA 7/ 32GB/ 1TB SSD/ WIN11 HOME),159990.0,Intel Core Ultra 7 Series 1 155H,"16 Cores (6P + 8E + 2LP-E), 22 Threads",32 GB LPDDR5x RAM,1 TB SSD,"14 inches, 2880 x 1800 pixels, Touch Screen",Intel Arc Graphics,2.0,6.4,1.2,0.1,9.7,0.0606
300,HP OMEN 16-WF1026TX GAMING LAPTOP (14TH GEN CORE I7/ 16GB/ 1TB SSD/ WIN11 HOME/ 8GB GRAPH),176499.0,14th Gen Intel Core i7 14700HX,"20 Cores (8P + 12E), 28 Threads",16 GB DDR5 RAM,1 TB SSD,"16.1 inches, 1920 x 1080 pixels",8 GB NVIDIA GeForce RTX 4070,2.0,3.2,3.12,0.1,8.42,0.0477
301,CHUWI GEMIBOOK X PRO LAPTOP (INTEL CELERON N100/ 8 GB/ 256 GB SSD/ WIN11 HOME),20990.0,12th Gen Intel N100 N100,"Quad Core, 4 Threads",8 GB LPDDR5 RAM,256 GB SSD,"14.1 inches, 1920 x 1080 pixels",Intel Integrated UHD Graphics,2.0,1.6,1.2,0.1,4.9,0.2334
302,ASUS VIVOBOOK 14 X1400EA-EK543WS NOTEBOOK (11TH GEN CORE I5/16GB/ 512GB SSD/ WIN11 HOME),43990.0,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",16 GB DDR4 RAM,512 GB SSD,"14 inches, 1920 x 1080 pixels",Intel Integrated Intel UHD,2.0,3.2,1.2,0.1,6.5,0.1478
303,ACER NITRO V 15 ANV15-51 GAMING LAPTOP (13TH GEN CORE I5/ 16GB/ 512GB SSD/ WIN11/ 6GB GRAPH),73223.0,13th Gen Intel Core i5 13420H,"Octa Core (4P + 4E), 12 Threads",16 GB DDR5 SDRAM RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",6 GB NVIDIA GeForce RTX 3050,2.0,3.2,2.16,0.1,7.46,0.1019
304,LENOVO IDEAPAD SLIM 3 82X60013IN LAPTOP (13TH GEN CORE I3/ 8GB/ 512GB SSD/ WIN11),43990.0,13th Gen Intel Core i3 1305U,"5 Cores (1P + 4E), 6 Threads",8 GB LPDDR5 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",Integrated Intel UHD Graphics,2.0,1.6,1.2,0.1,4.9,0.1114
305,CHUWI COREBOOK X LAPTOP (10TH GEN CORE I5/ 16GB/ 512GB SSD/ WIN11),34990.0,10th Gen Intel Core i5 1035G1,"Quad Core, 8 Threads",16 GB DDR4 RAM,512 GB SSD,"14 inches, 2160 x 1440 pixels",Intel UHD Graphics,2.0,3.2,1.2,0.1,6.5,0.1858
306,AVITA LIBER LIBER E AM14A2INL54F LAPTOP (AMD RYZEN 5 5500U/ 8GB/ 256GB SSD/ WIN11 HOME),32971.0,5th Gen AMD Ryzen 5 5500U,"Hexa Core, 12 Threads",8 GB DDR4 RAM,256 GB SSD,"14 inches, 1920 x 1080 pixels",AMD Radeon,5.2,1.6,1.2,0.1,8.1,0.2457
307,ULTIMUS LITE NU14U3INC54BN LAPTOP (CELERON N4020/ 8GB/ 256GB SSD/ WIN11 HOME),15990.0,Intel Celeron N4020,"Dual Core, 2 Threads",8 GB DDR4 RAM,256 GB SSD,"14.1 inches, 1366 x 768 pixels",Intel Integrated UHD Graphics,4.0,1.6,1.2,0.1,6.9,0.4315
308,LENOVO THINKPAD X1 FOLD GEN 1 LAPTOP (INTEL CORE I5/ 8GB/ 1TB SSD/ WIN10 PRO),145000.0,11th Gen Intel Core i5 L16G7,"5 Cores, 5 Threads",8 GB LPDDR4X RAM,1 TB SSD,"13.3 inches, 2048 x 1536 pixels, Touch Screen",Intel Integrated Graphics,1.2,1.6,1.2,0.1,4.1,0.0283
309,LENOVO IDEAPAD SLIM 3 15IRH8 83EM0025IN LAPTOP (13TH GEN CORE I5/ 16GB/ 512GB SSD/ WIN11),59490.0,13th Gen Intel Core i5 13420H,"Octa Core (4P + 4E), 12 Threads",16 GB LPDDR5 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",Integrated Intel UHD Graphics,2.0,3.2,1.2,0.1,6.5,0.1093
310,DELL G15-5530 GAMING LAPTOP (13TH GEN CORE I5/ 16GB/ 1TB SSD/ WIN11/ 6GB GRAPH),82490.0,13th Gen Intel Core i5 13450HX,"10 Cores (6P + 4E), 16 Threads",16 GB DDR5 RAM,1 TB SSD,"15.6 inches, 1920 x 1080 pixels",6 GB NVIDIA GeForce RTX 3050,2.0,3.2,2.16,0.1,7.46,0.0904
311,DELL ‎G16 7630 GAMING LAPTOP (13TH GEN CORE I9/ 16GB/ 1TB SSD/ WIN11/ 8GB GRAPH),187490.0,13th Gen Intel Core i9 13900HX,"24 Cores (8P + 16E), 32 Threads",16 GB DDR5 RAM,1 TB SSD,"16 inches, 2560 x 1600 pixels",8 GB NVIDIA GeForce RTX 4070,2.0,3.2,3.12,0.1,8.42,0.0449
312,HP ENVY X360 15-FH0014AU LAPTOP (AMD RYZEN 5 7530U/ 8GB/ 512GB SSD/ WIN11 HOME),80640.0,7th Gen AMD Ryzen 5 7530U,"Hexa Core, 12 Threads",8 GB LPDDR5 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels, Touch Screen",AMD Radeon AMD,6.8,1.6,1.2,0.1,9.7,0.1203
313,LENOVO IDEAPAD SLIM 3 83ER008DIN LAPTOP (12TH GEN CORE I5/ 16GB/ 512GB SSD/ WIN11),53490.0,12th Gen intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16 GB LPDDR5 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",Integrated Intel IrisXe Graphics,2.0,3.2,1.2,0.1,6.5,0.1215
314,INFINIX INBOOK Y2 PLUS XL29 LAPTOP (11TH GEN CORE I3/ 8GB/ 512GB SSD/ WIN 11 HOME),24990.0,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8 GB LPDDR4X RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",Intel Integrated Iris Xe,2.0,1.6,1.2,0.1,4.9,0.1961
315,HP OMEN 16-WF0054TX GAMING LAPTOP (13TH GEN CORE I7/ 16GB/ 512GB SSD/ WIN11 HOME/ 8GB GRAPH),151490.0,13th Gen Intel Core i7 13700HX,"16 Cores (8P + 8E), 24 Threads",16 GB DDR5 RAM,512 GB SSD,"16.1 inches, 1920 x 1080 pixels",8 GB NVIDIA GeForce RTX 4060,2.0,3.2,2.4,0.1,7.7,0.0508
316,MSI PRESTIGE 13 AI EVO A1M LAPTOP (INTEL CORE ULTRA 7/ 16GB/ 512GB SSD/ WIN11 HOME),113999.0,Intel Core Ultra 7 Series 1 155H,"16 Cores (6P + 8E + 2LP-E), 22 Threads",16 GB LPDDR5 RAM,512 GB SSD,"13.3 inches, 1920 x 1200 pixels",Intel Arc Graphics,2.0,3.2,1.2,0.1,6.5,0.057
317,LENOVO IDEAPAD FLEX 5 14IAU7 82R700KHIN LAPTOP (12TH GEN CORE I3/ 8GB/ 512GB SSD/ WIN11 HOME),53990.0,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8 GB LPDDR4 RAM,512 GB SSD,"14 inches, 1920 x 1200 pixels, Touch Screen",Intel Integrated UHD,2.0,1.6,1.2,0.1,4.9,0.0908
318,ASUS ZENBOOK 14 OLED UX3405 LAPTOP (INTEL CORE ULTRA 9 / 16GB/ 512GB SSD/ WIN11 HOME),149990.0,Intel Core Ultra 9 Series 1 185H,"16 Cores (6P + 8E + 2LP-E), 22 Threads",16 GB LPDDR5X RAM,512 GB SSD,"14 inches, 2880 x 1800 pixels",Intel Arc Graphics,2.0,3.2,1.2,0.1,6.5,0.0433
319,ACER PREDATOR TRITON NEO 16 LAPTOP (INTEL CORE ULTRA 9 / 32GB/ 2TB SSD/ WIN11 HOME/ 8GB GRAPH),199999.0,Intel Core Ultra 9 Series 1 185H,"16 Cores (6P + 8E + 2LP-E), 22 Threads",32 GB LPDDR5x RAM,2 TB SSD,"16 inches, 3200 x 2000 pixels",8 GB NVIDIA GeForce RTX 4070,2.0,6.4,3.12,0.1,11.62,0.0581
320,LENOVO V14 82KAA0AMIH LAPTOP (11TH GEN CORE I5/ 8GB/ 512GB SSD/ DOS),45990.0,11th Gen Intel Core i5 1135G7 ,"Quad Core, 8 Threads",8 GB DDR4 RAM,512 GB SSD,"14 inches, 1366 x 768 pixels",Intel UHD Graphics ,2.0,1.6,1.2,0.1,4.9,0.1065
321,LENOVO IDEAPAD SLIM 3 82H803HQIN LAPTOP (11TH GEN CORE I5/ 8GB/ 512GB SSD/ WIN11),48900.0,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",8 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",Integrated Intel Iris Xe Graphics,2.0,1.6,1.2,0.1,4.9,0.1002
322,LENOVO IDEAPAD SLIM 3 82H803LKIN LAPTOP (11TH GEN CORE I5/ 16GB/ 512GB SSD/ WIN11),49999.0,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",16 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",Integrated Intel Iris Xe Graphics,2.0,3.2,1.2,0.1,6.5,0.13
323,LENOVO V14 82KAA01QIH LAPTOP (11TH GEN CORE I5/ 8GB/ 512GB SSD/ WIN10 HOME),45990.0,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",8 GB DDR4 RAM,512 GB SSD,"14 inches, 1920 x 1080 pixels",Intel Integrated Iris Xe,2.0,1.6,1.2,0.1,4.9,0.1065
324,LENOVO IDEAPAD 1 15ALC7 82R400ERIN LAPTOP (AMD RYZEN 5 5500U / 16GB/ 512GB SSD/ WIN11 HOME),40490.0,5th Gen AMD Ryzen 5  5500U,"Hexa Core, 12 Threads",16 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",AMD Radeon,5.2,3.2,1.2,0.1,9.7,0.2396
325,ASUS CHROMEBOOK CX3402CBA-PQ0173 LAPTOP (12TH GEN CORE I3/ 8GB/ 128GB EMMC/ CHROME OS),34990.0,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8 GB LPDDR5 RAM,128 GB Hard Disk,"14 inches, 1920 x 1080 pixels",Intel Integrated UHD,2.0,1.6,1.2,0.0,4.8,0.1372
326,ACER NITRO V16 GAMING LAPTOP (AMD RYZEN 7 8845HS/ 16GB/ 1TB SSD/ WIN11/ 8GB GRAPHICS),149900.0,8th Gen Amd Ryzen 7 8845HS,"Octa Core, 16 Threads",16 GB DDR5 RAM,1 TB SSD,"16 inches, 1920 x 1200 pixels",8 GB NVIDIA GeForce RTX 4060,7.6,3.2,2.4,0.1,13.3,0.0887
327,MSI THIN GF63 11UC-1494IN GAMING LAPTOP (11TH GEN CORE I7/ 16GB/ 1TB 256GB SSD/ WIN11 HOME/ 4GB GRAPH),63500.0,11th Gen Intel Core i7 11800H,"Octa Core, 16 Threads",16 GB DDR4 RAM,1 TB Hard Disk,4 GB NVIDIA GeForce RTX 3050 ,256 GB SSD,2.0,3.2,76.8,0.0,82.0,1.2913
328,HUAWEI QINGYUN L540 LAPTOP (KIRIN 9006C/ 16GB/ 512GB SSD/ KIRIN OS),81999.0,HiSilicon  Kirin 9006C 9006C,16 GB  RAM,512 GB SSD,"14 inches, 2160 x 1440 pixels",1 Year Warranty,Linux OS,8.4,102.4,1.2,0.0,112.0,1.3659
329,LENOVO YOGA SLIM 6 14IRH8 83E00012INLAPTOP (13TH GEN CORE I5/ 16GB/ 1TB SSD/ WIN11 HOME),81400.0,13th Gen Intel Core i5 13500H,"12 Cores (4P + 8E), 16 Threads",16 GB LPDDR5X RAM,1 TB SSD,"14 inches, 1920 x 1200 pixels",Intel Integrated Iris Xe,2.0,3.2,1.2,0.1,6.5,0.0799
330,LENOVO IDEAPAD SLIM 3I 82RK011EIN LAPTOP (12TH GEN CORE I7/ 16GB/ 512GB SSD/ WIN11 HOME),62490.0,12th Gen Intel Core i7 1255U,"10 Cores (2P + 8E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",Integrated Intel IrisXe Graphics,2.0,3.2,1.2,0.1,6.5,0.104
331,HUAWEI MATEBOOK 14S 2023 LAPTOP (13TH GEN CORE I9/ 16GB RAM/ 1TB SSD/ WIN11 HOME),80999.0,13th Gen Intel Core i9 13900H,"14 Cores (6P + 8E), 20 Threads",16 GB  RAM,1 TB SSD,"14.2 inches, 2520 x 1680 pixels, Touch Screen",Intel Iris Xe Graphics,2.0,3.2,1.2,0.1,6.5,0.0802
332,"DELL INSPIRON 3535 LAPTOP (AMD RYZEN R3-7320U,/ 8GB/ 512GB SSD/ WIN11)",34450.0,7th Gen AMD Ryzen 3 7320U,"Quad Core, 8 Threads",8 GB LPDDR5 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",AMD Radeon Graphics,6.8,1.6,1.2,0.1,9.7,0.2816
333,LENOVO IDEAPAD 1 14IGL7 82V6006EIN LAPTOP (CELERON N4020/ 8GB/ 256GB SSD/ WIN11 HOME),26490.0,4th Gen Intel Celeron N4020,"Dual Core, 2 Threads",8 GB DDR4 RAM,256 GB SSD,"14 inches, 1366 x 768 pixels",Intel Integrated UHD,4.4,1.6,1.2,0.1,7.3,0.2756
334,ACER ASPIRE 5 A515-58P GAMING LAPTOP (13TH GEN CORE I3/ 8GB/ 512GB SSD/ WIN11 HOME),35999.0,13th Gen Intel Core i3 1305U,"5 Cores (1P + 4E), 6 Threads",8 GB LPDDR5 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",Intel UHD Graphics,2.0,1.6,1.2,0.1,4.9,0.1361
335,HP 15S-EQ2084AU LAPTOP (AMD RYZEN 7 5700U/ 16GB/ 512GB SSD/ WIN11 HOME),51980.0,5th Gen AMD Ryzen 7  5700U,"Octa Core, 16 Threads",16 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",AMD Radeon AMD,5.2,3.2,1.2,0.1,9.7,0.1866
336,LENOVO IDEAPAD GAMING 3 15IAH7 82S9017TIN LAPTOP (12TH GEN CORE I5/ 16GB/ 512GB SSD/ WIN11 HOME/ 4GB GRAPH),67990.0,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",4 GB NVIDIA GeForce RTX 3050,2.0,3.2,1.44,0.1,6.74,0.0991
337,LENOVO IDEAPAD SLIM 5 82XF0078IN LAPTOP (13TH GEN CORE I7/ 16 GB RAM/ 1 TB SSD/ WIN 11),87190.0,13th Gen Intel Core i7 13700H,"14 Cores (6P + 8E), 20 Threads",16 GB LPDDR5 RAM,1 TB SSD,"16 inches, 2560 x 1600 pixels",Intel Iris Xe Graphics,2.0,3.2,1.2,0.1,6.5,0.0745
338,DELL INSPIRON 7430 14 2 IN 1 LAPTOP (13TH GEN CORE I3/ 8GB/ 512GB SSD/ WIN11),56990.0,13th Gen Intel Core i3 1315U,"Hexa Core (2P + 4E), 8 Threads",8 GB LPDDR5 RAM,512 GB SSD,"14 inches, 1920 x 1200 pixels, Touch Screen",Intel UHD Graphics,2.0,1.6,1.2,0.1,4.9,0.086
339,LENOVO IDEAPAD SLIM 5 14IAH8 83BF0043IN LAPTOP (12TH GEN CORE I5/ 16GB/ 1TB SSD/ WIN11),64990.0,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16 GB LPDDR5 RAM,1 TB SSD,"14 inches, 1920 x 1200 pixels",Integrated Intel UHD Graphics,2.0,3.2,1.2,0.1,6.5,0.1
340,LENOVO IDEAPAD SLIM 5 82XD006GIN LAPTOP (13TH GEN CORE I5/ 16 GB RAM/ 1TB SSD/ WIN 11),74190.0,13th Gen Intel Core i5 13420H,"Octa Core (4P + 4E), 12 Threads",16 GB LPDDR5 RAM,1 TB SSD,"14 inches, 1920 x 1200 pixels",Integrated Intel UHD Graphics,2.0,3.2,1.2,0.1,6.5,0.0876
341,JIO JIOBOOK CLOUD LAPTOP (OCTA CORE/ 4GB/ 64GB EMMC/ JIOOS),14999.0,Octa Core,4 GB ‎LPDDR4 RAM,64 GB Hard Disk,"11.6 inches, 1366 x 768 pixels",UNKNOWN,1 Year Warranty,0.8,12.8,1.2,0.0,14.8,0.9867
342,DELL LATITUDE 3520 DLCK3520BL LAPTOP (11TH GEN CORE I3/ 8GB/ 512GB SSD/ UBUNTU),35500.0,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8 GB  RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",Intel UHD Graphics,2.0,1.6,1.2,0.1,4.9,0.138
343,DELL INSPIRON 3520 IN3520RVTGV001ORB1 LAPTOP (11TH GEN CORE I3/ 8GB/ 512GB SSD/ WIN11),34990.0,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",Intel UHD Graphics,2.0,1.6,1.2,0.1,4.9,0.14
344,LENOVO THINKPAD E14 G4 21E3S00P00 LAPTOP (12TH GEN CORE I5/ 8GB/ 512GB SSD/ DOS),67900.0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8 GB DDR4 RAM,512 GB SSD,"14 inches, 1920 x 1080 pixels",Intel Iris Xe Graphics,2.0,1.6,1.2,0.1,4.9,0.0722
345,LENOVO IDEAPAD SLIM 3 82H803U0IN LAPTOP (11TH GEN CORE I3/ 8GB/ 256GB SSD/ WIN11),31500.0,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8 GB DDR4 RAM,256 GB SSD,"15.6 inches, 1920 x 1080 pixels",Intel UHD Graphics,2.0,1.6,1.2,0.1,4.9,0.1556
346,MSI CREATORPRO X17 HX A13VKS-249IN LAPTOP (13TH GEN CORE I9/ 64GB/ 4TB SSD/ WIN11 PRO/ 12GB GRAPH),519990.0,13th Gen Intel Core i9 13980HX,"24 Cores (8P + 16E), 32 Threads",64 GB DDR5 RAM,4 TB SSD,"17 inches, 2560 x 1600 pixels",12 GB NVIDIA GeForce RTX 3500 Ada,2.0,12.8,3.6,0.1,18.5,0.0356
347,ACER ASPIRE 3 15 A315-510P UN.KDHSI.019 LAPTOP (INTEL CORE I3 N305/ 8GB/ 512GB SSD/ WIN11 HOME),31990.0,Intel Core i3 N305,"Octa Core, 8 Threads",8 GB LPDDR5 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",Intel UHD Graphics,3.2,1.6,1.2,0.1,6.1,0.1907
348,ACER ASPIRE LITE 15 AL15-51 2023  LAPTOP (11TH GEN CORE I5/ 16GB/ 1TB SSD/ WIN11),50000.0,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",16 GB DDR4 RAM,1 TB SSD,"15.6 inches, 1920 x 1080 pixels",Intel Iris Xe Graphics,2.0,3.2,1.2,0.1,6.5,0.13
349,LENOVO THINKPAD P16S 21BTS0DG00 LAPTOP (12TH GEN CORE I7/ 16GB/ 1TB SSD/ WIN11 PRO),135999.0,12th Gen Intel Core i7 1260P,"12 Cores (4P + 8E), 16 Threads",16 GB DDR4 RAM,1 TB SSD,"16 inches, 1920 x 1200 pixels",Intel UHD Graphics,2.0,3.2,1.2,0.1,6.5,0.0478
350,LENOVO THINKPAD X1 CARBON 21HMS00000 LAPTOP (13TH GEN CORE I7/ 16GB/ 1TB SSD/ WIN11 PRO),218990.0,13th Gen Intel Core i7 1355U,"10 Cores (2P + 8E), 12 Threads",16 GB LPDDR5 RAM,1 TB SSD,"14 inches, 1920 x 1200 pixels",Intel Iris Xe Graphics,2.0,3.2,1.2,0.1,6.5,0.0297
351,AVITA LIBER AM15A2INT56F LAPTOP (12TH GEN CORE I3/ 8GB/ 512GB SSD/ WIN11 HOME),30834.0,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8 GB  RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",Intel Integrated Graphics,2.0,1.6,1.2,0.1,4.9,0.1589
352,ACER ASPIRE LITE AL15-52 LAPTOP (12TH GEN CORE I5/ 16GB/ 512GB SSD/ WIN11),45200.0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",Intel Iris Xe Graphics,2.0,3.2,1.2,0.1,6.5,0.1438
353,ACER ASPIRE LITE AL15-52 2023 LAPTOP (12TH GEN CORE I5/ 8GB/ 512GB SSD/ WIN11),42490.0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",Intel Iris Xe Graphics,2.0,1.6,1.2,0.1,4.9,0.1153
354,AVITA PURA S101 LAPTOP (CELERON N4020/ 8GB/256GB SSD/ WIN11 HOME),19299.0,Intel Celeron  N4020,"Dual Core, 2 Threads",8 GB DDR4 RAM,256 GB SSD,"14 inches, 1920 x 1080 pixels",Intel Integrated UHD Graphics,4.0,1.6,1.2,0.1,6.9,0.3575
355,APPLE MACBOOK PRO 16 2023 LAPTOP (APPLE M3 PRO/ 36GB/ 512GB SSD/ MACOS),289900.0,Apple M3 Pro,12 Cores (6P + 6E),36 GB  RAM,512 GB SSD,"16.2 inches, 3456 x 2234 pixels",18 Core GPU,0.8,7.2,1.2,0.1,9.3,0.0321
356,APPLE MACBOOK PRO 14 2023 LAPTOP (APPLE M3/ 8GB/ 1TB SSD/ MACOS),176490.0,Apple M3,Octa Core (4P + 4E),8 GB  RAM,1 TB SSD,"14.2 inches, 3024 x 1964 pixels",10 Core GPU,0.8,1.6,1.2,0.1,3.7,0.021
357,APPLE MACBOOK PRO 14 2023 LAPTOP (APPLE M3 PRO/ 18GB/ 1TB SSD/ MACOS),224990.0,Apple M3 Pro,12 Cores (6P + 6E),18 GB  RAM,1 TB SSD,"14.2 inches, 3024 x 1964 pixels",18 Core GPU,0.8,3.6,1.2,0.1,5.7,0.0253
358,APPLE MACBOOK PRO 16 2023 LAPTOP (APPLE M3 PRO/ 18GB/ 512GB SSD/ MACOS),230590.0,Apple M3 Pro,12 Cores (6P + 6E),18 GB  RAM,512 GB SSD,"16.2 inches, 3456 x 2234 pixels",18 Core GPU,0.8,3.6,1.2,0.1,5.7,0.0247
359,APPLE MACBOOK PRO 14 2023 LAPTOP (APPLE M3 MAX/ 36GB/ 1TB SSD/ MACOS),289690.0,Apple M3 Max,14 Cores (10P + 4E),36 GB  RAM,1 TB SSD,"14.2 inches, 3024 x 1964 pixels",30 Core GPU,0.8,7.2,1.2,0.1,9.3,0.0321
360,ACER ASPIRE 5 A515-57 NX.K3JSI.006 LAPTOP (12TH GEN CORE I5/ 8GB/ 512GB SSD/ WIN11 HOME),46990.0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",Intel Iris Xe Graphic,2.0,1.6,1.2,0.1,4.9,0.1043
361,HP 15S-FQ2510TU LAPTOP (11TH GEN CORE I5/ 16GB/ 512GB SSD/ WIN11 HOME),50790.0,11th Gen Intel Core i5 1135G7 ,"Quad Core, 8 Threads",16 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",Intel Iris Xe Graphics,2.0,3.2,1.2,0.1,6.5,0.128
362,LENOVO YOGA SLIM 7I CARBON 13IRP8 83AY003CIN LAPTOP (13TH GEN CORE I7/ 16GB/ 1TB SSD/ WIN11 HOME),123190.0,13th Gen Intel Core i7 1360P,"12 Cores (4P + 8E), 16 Threads",16 GB LPDDR5 RAM,1 TB SSD,"13.3 inches, 2560 x 1600 pixels, Touch Screen",Intel Integrated Iris Xe,2.0,3.2,1.2,0.1,6.5,0.0528
363,LENOVO IDEAPAD GAMING 3 15ARH7 82SB00QJIN LAPTOP  (AMD RYZEN 5 7535HS / 16GB/ 512GB SSD/ WIN11 HOME/ 4GB GRAPH),58900.0,7th Gen AMD Ryzen 5 7535HS,"Hexa Core, 12 Threads",8 GB DDR5 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",4 GB NVIDIA GeForce RTX 2050,6.8,1.6,1.2,0.1,9.7,0.1647
